alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1786705499.3682,elite,2010.5727595023,1786226939.8559,"AS3320 Deutsche Telekom AG",DTAG,Berlin,Europe,EU,Germany,DE,,false,"Deutsche Telekom AG",52.5312,13.3878,false,"SANA Berlin Hotel",false,"State of Berlin",success,Europe/Berlin,10115,1786225529,1786705499.3682,4153,socks4,193.158.12.141:4153,true,222.28717803955,7554,11128,40.434642971845,193.158.12.141
true,1786705499.3033,elite,3474.9116087717,1786631039.9423,"AS7552 Viettel Group",VIETEL-AS-AP,"Bút Sơn",Asia,AS,Vietnam,VN,,false,"Viettel Corporation",19.858,105.855,true,VIETEL,false,"Thanh Hóa Province",success,Asia/Bangkok,,1786629818,1786705499.3033,1089,socks4,171.253.92.42:1089,true,1931.5388202667,1902,1422,57.220216606498,171.253.92.42
true,1786705327.5952,elite,1799.0214664748,1759239821.535,"AS12389 PJSC Rostelecom",ROSTELECOM-AS,Murmansk,Europe,EU,Russia,RU,,false,"Rostelecom networks",68.9702,33.078,false,"OJSC North-West Telecom",true,Murmansk,success,Europe/Moscow,183000,1786448910,1786705499.2228,1080,socks5,92.101.193.58:1080,true,1558.087348938,17149,26726,39.08603988604,92.101.193.58
true,1786705499.2129,elite,2827.7288278762,1783265099.6987,"AS207320 Kompleks Media LLC",KOMPLEKS-MEDIA-AS,Grozny,Europe,EU,Russia,RU,,false,"Kompleks Media LLC",43.3058,45.6995,false,"Kompleks Media LLC",true,Chechnya,success,Europe/Moscow,364000,1786286834,1786705499.2129,4145,socks4,95.46.105.163:4145,true,1388.5078430176,17497,94427,15.632929487867,95.46.105.163
true,1786705366.197,elite,3509.560130567,1786145962.3832,"AS31898 Oracle Corporation",ORACLE-BMC-31898,Sydney,Oceania,OC,Australia,AU,,true,"Oracle Corporation",-33.8688,151.209,false,"Oracle Cloud Infrastructure (ap-sydney-1)",false,"New South Wales",success,Australia/Sydney,1001,1786144286,1786705499.2108,1080,socks5,192.9.171.168:1080,true,2077.8458118439,29672,2487,92.266550576821,192.9.171.168
true,1786705440.9404,elite,2431.673132938,1785796616.9698,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,"Hong Kong",Asia,AS,"Hong Kong",HK,,true,"Alibaba Cloud LLC",22.3193,114.169,false,"Alibaba Cloud - HK",false,Kowloon,success,Asia/Hong_Kong,999077,1786401274,1786705499.2061,3128,socks5,47.76.171.214:3128,true,1347.2354412079,30474,10813,73.810158161165,47.76.171.214
true,1786678777.8615,elite,1868.6633755871,1696984740.1488,"AS6181 Cincinnati Bell Telephone Company LLC",FUSE-NET,Cincinnati,"North America",NA,"United States",US,,false,"Fuse Internet Access",39.1497,-84.426,false,"Maximum Communications",true,Ohio,success,America/New_York,45209,1786366488,1786705499.2059,36181,socks4,69.61.200.104:36181,true,1864.2039299011,1006067,758337,57.020217591889,69.61.200.104
true,1786705499.1957,elite,5650.0995729566,1786143916.9646,"AS63023 GTHost",AS-GLOBALTELEHOST,Dallas,"North America",NA,"United States",US,,false,GTHost,32.7766,-96.7969,false,GTHost,true,Texas,success,America/Chicago,,1786143150,1786705499.1957,49398,socks4,216.106.179.216:49398,true,3765.198469162,1822,11692,13.482314636673,216.106.179.216
true,1786705499.1874,elite,2561.5422748157,1697035420.0374,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Pensacola,"North America",NA,"United States",US,,false,"Cox Communications Inc.",30.4077,-87.219,false,"Cox Communications",true,Florida,success,America/Chicago,32516,1786430127,1786705499.1874,4145,socks4,184.181.217.220:4145,true,1825.7701396942,711449,771479,47.975963768976,184.181.217.220
true,1786705429.2236,elite,4229.4260871331,1786602859.4231,"AS215439 PLAY2GO INTERNATIONAL LIMITED",PLAY2GO-NET,Amsterdam,Europe,EU,"The Netherlands",NL,,true,"Play2go International Limited",52.3716,4.8883,false,"Play2go International Limited",true,"North Holland",success,Europe/Amsterdam,1012,1786601480,1786705499.1826,1080,socks4,144.31.207.141:1080,true,3563.0223751068,1214,2222,35.331781140861,144.31.207.141
true,1786705461.798,elite,858.50316859209,1786589404.2999,"AS24086 Viettel Corporation",VIETTEL-AS-VN,Hanoi,Asia,AS,Vietnam,VN,,false,"Viettel Group",21.0278,105.834,false,VIETTEL,false,Hanoi,success,Asia/Bangkok,,1786586147,1786705499.1796,1080,socks4,116.106.109.161:1080,true,800.78172683716,1458,2423,37.567637206905,116.106.109.161
true,1786705499.1792,elite,2492.4432261816,1696986761.991,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Tulsa,"North America",NA,"United States",US,,false,"Cox Communications Inc.",36.0496,-95.8858,false,"Cox Communications",true,Oklahoma,success,America/Chicago,74133,1786366556,1786705499.1792,10919,socks4,98.178.72.21:10919,true,3833.8732719421,543374,921231,37.100378600373,98.178.72.21
true,1786705274.717,elite,4301.4953231533,1765098675.3417,"AS31898 Oracle Corporation",ORACLE-BMC-31898,Ashburn,"North America",NA,"United States",US,,true,"Oracle Corporation",39.018,-77.539,false,"Oracle Cloud Infrastructure (us-ashburn-1)",true,Virginia,success,America/New_York,20147,1786372279,1786705499.1622,80,http,150.136.163.51:80,false,204.75888252258,190504,169886,52.86051222287,150.136.163.51
true,1786705499.1622,elite,2812.6300391905,1786582557.8207,"AS28252 WorldNet Telecom Comercio e Serviços de Telecomuni","WorldNet Telecom Comercio e Serviços de Telecomuni",Recife,"South America",SA,Brazil,BR,,false,"WorldNet Telecom Comercio e Serviços de Telecomuni",-8.0091,-34.9498,false,"WorldNet Telecom Comercio e Serviços de Telecomuni",false,Pernambuco,success,America/Recife,50000,1786581280,1786705499.1622,5432,socks4,179.189.248.121:5432,true,1021.9604969025,2030,2580,44.034707158351,179.189.248.121
true,1786705499.1609,elite,3462.0461561916,1783262736.2727,"AS328471 HERO TELECOMS (PTY) LTD",Hero-Telecoms,Pretoria,Africa,AF,"South Africa",ZA,,false,Herotel,-25.757,28.1443,false,,true,Gauteng,success,Africa/Johannesburg,0183,1786283298,1786705499.1609,1080,socks4,169.159.128.73:1080,true,1597.6533889771,95259,77444,55.157698476575,169.159.128.73
true,1786705406.1329,elite,3363.8753993475,1783177157.1778,"AS37542 Iclix (PTY) Ltd",Iclix-CC,Bloemfontein,Africa,AF,"South Africa",ZA,,false,"Iclix (PTY) Ltd",-29.1252,26.163,false,"Iclix CO",true,"Free State",success,Africa/Johannesburg,9301,1786198470,1786705499.1429,1080,socks4,160.226.220.30:1080,true,1906.6624641418,79014,83864,48.511155588846,160.226.220.30
true,1786705499.1171,elite,2344.6705489825,1705258737.898,"AS3352 TELEFONICA DE ESPANA S.A.U.",Telefonica_de_EspaNa,Ciempozuelos,Europe,EU,Spain,ES,,false,"Telefonica de Espana SAU",40.1591,-3.62103,false,"RIMA (Red IP Multi Acceso)",true,Madrid,success,Europe/Madrid,28350,1786397789,1786705499.1171,5678,socks4,83.56.15.57:5678,true,1204.5826911926,340739,683975,33.252107417289,83.56.15.57
true,1786705499.1116,elite,1182.7800833501,1776081531.3222,"AS46562 Performive LLC",PERFORMIVE,Atlanta,"North America",NA,"United States",US,,true,"Performive LLC",33.7488,-84.3877,false,"Performive LLC",true,Georgia,success,America/New_York,30302,1786103965,1786705499.1116,4145,socks5,192.252.211.193:4145,true,892.45009422302,68949,44129,60.974725410778,192.252.211.193
true,1786705466.3815,elite,2020.1986516489,1696978243.8307,"AS29588 Ivstar Ltd",IVSTARNET-AS,Ivanteyevka,Europe,EU,Russia,RU,,false,"Ivstar Ltd",55.9711,37.9178,false,"Ivstar Ltd",true,"Moscow Oblast",success,Europe/Moscow,141280,1786366679,1786705499.0961,4145,socks4,91.247.250.215:4145,true,301.16033554077,168418,942564,15.159381520133,91.247.250.215
true,1786705499.0809,elite,5529.6040273659,1786564390.053,"AS7552 Viettel Group",VIETEL-AS-AP,Hanoi,Asia,AS,Vietnam,VN,,false,"Viettel Corporation",21.0278,105.834,true,VIETEL,false,Hanoi,success,Asia/Bangkok,,1786561306,1786705499.0809,1033,socks4,171.253.95.24:1033,true,1558.5248470306,4339,2585,62.666088965916,171.253.95.24
true,1786613131.2449,elite,1778.5179333959,1710544372.4973,"AS6181 Cincinnati Bell Telephone Company LLC",FUSE-NET,Cincinnati,"North America",NA,"United States",US,,false,"Cincinnati Bell Telephone Company LLC",39.1844,-84.5073,false,Altafiber,true,Ohio,success,America/New_York,45232,1786366491,1786705499.0791,41679,socks4,66.42.224.229:41679,true,2143.128156662,942483,661488,58.759354127974,66.42.224.229
true,1786705166.8763,elite,1343.8627699335,1785987837.4009,"AS152992 ONLINE DATA COMPANY LIMITED",DATAONLINE-VN,Hanoi,Asia,AS,Vietnam,VN,,false,BAOVECAS,21.0184,105.8461,false,"CAS Security Services Company Limited",false,Hanoi,success,Asia/Bangkok,010000,1786592076,1786705499.0708,5555,socks5,103.6.235.13:5555,true,1217.5462245941,30312,4776,86.388508891929,103.6.235.13
true,1786533046.7999,anonymous,763.14580060618,1765040271.4882,"AS45648 Bell Teleservices India Pvt Ltd., ISP having own OFC network in Bangalore, India.",BELLTELE-AS-IN,Bengaluru,Asia,AS,India,IN,,false,"Bell Teleservices India Pvt Ltd",12.9753,77.591,false,"Real soft WAN",true,Karnataka,success,Asia/Kolkata,562114,1786353823,1786705499.0688,80,http,27.34.242.98:80,false,508.23760032654,117966,2928,97.578043575364,27.34.242.98
true,1786705499.0542,elite,1187.5726902459,1776081394.7258,"AS46562 Performive LLC",PERFORMIVE,Atlanta,"North America",NA,"United States",US,,true,"Performive LLC",33.7488,-84.3877,false,"Performive LLC",true,Georgia,success,America/New_York,30302,1786361166,1786705499.0542,18765,socks5,192.111.137.34:18765,true,925.52971839905,71748,44277,61.83839689722,192.111.137.34
true,1786705463.3092,elite,831.67049745414,1697020771.486,"AS46562 Performive LLC",PERFORMIVE,Atlanta,"North America",NA,"United States",US,Fairlie-Poplar,true,"Total Server Solutions L.L.C.",33.755,-84.3896,false,"ThePrimeHost - COLO@",true,Georgia,success,America/New_York,30303,1786457100,1786705499.0505,4145,socks4,74.119.147.209:4145,true,764.09029960632,382937,927484,29.222440727064,74.119.147.209
true,1786705499.0481,elite,4315.3501695833,1786423373.3109,"AS63023 GTHost",AS-GLOBALTELEHOST,Dallas,"North America",NA,"United States",US,,false,GTHost,32.7766,-96.7969,false,GTHost,true,Texas,success,America/Chicago,,1786428082,1786705499.0481,49393,socks5,216.106.179.216:49393,true,796.91672325134,830,4627,15.209822246656,216.106.179.216
true,1786705361.8802,anonymous,2770.5565433745,1765038919.4483,"AS27843 ON EMPRESAS S.A.C.","ON EMPRESAS S.A.C.",Lima,"South America",SA,Peru,PE,,false,"ON EMPRESAS S.A.C.",-12.046,-77.0305,false,"Easy Telecom SAC - Servicios",true,"Lima Province",success,America/Lima,,1786356188,1786705499.0385,80,http,168.121.222.230:80,false,3792.6299571991,37891,43450,46.582904070518,168.121.222.230
true,1786705498.977,elite,4411.7963029716,1785280606.3559,"AS200740 FIRST SERVER LIMITED",FIRST-SERVER-EU-AS,Amsterdam,Europe,EU,"The Netherlands",NL,,true,"First Server Limited",52.3907,4.8637,false,"First Server Limited",true,"North Holland",success,Europe/Amsterdam,1014,1786487072,1786705498.977,1081,socks4,87.239.251.202:1081,true,2096.8079566956,58858,28065,67.712803285667,87.239.251.202
true,1786705498.8124,elite,4305.9100789613,1786155992.6331,"AS63023 GTHost",AS-GLOBALTELEHOST,Dallas,"North America",NA,"United States",US,,false,GTHost,32.7766,-96.7969,false,GTHost,true,Texas,success,America/Chicago,,1786155670,1786705498.8124,49383,socks5,216.106.179.216:49383,true,1049.8406887054,3907,9972,28.150443115498,216.106.179.216
true,1786705498.7451,elite,3568.7768087524,1710540124.3578,"AS137868 Star Internet Service",SIS-AS-AP,Dhaka,Asia,AS,Bangladesh,BD,,false,"Star Internet Service",23.7278,90.4135,false,"Md. Murad Hossain Ripon",true,"Dhaka Division",success,Asia/Dhaka,1000,1786581582,1786705498.7451,36331,socks4,103.115.255.225:36331,true,2024.1556167603,261874,895643,22.623771400334,103.115.255.225
true,1786705498.696,elite,4946.5927075832,1786242889.5974,"AS31898 Oracle Corporation",ORACLE-BMC-31898,Ashburn,"North America",NA,"United States",US,,true,"Oracle Corporation",39.018,-77.539,false,"Oracle Cloud Infrastructure (us-ashburn-1)",false,Virginia,success,America/New_York,20147,1786242140,1786705498.696,1080,socks5,141.148.8.171:1080,true,3589.301109314,6408,7888,44.82372691662,141.148.8.171
true,1786705498.6816,elite,4272.5835600668,1777212413.013,"AS3215 Orange S.A.",AS3215,Nice,Europe,EU,France,FR,,false,Orange,43.7045,7.2597,false,,true,"Provence-Alpes-Côte d'Azur",success,Europe/Paris,06000,1786630734,1786705498.6816,3317,socks5,90.8.144.108:3317,true,4690.4234886169,7309,20381,26.395810762008,90.8.144.108
true,1786705498.4839,elite,1265.7647377487,1776081625.0614,"AS46562 Performive LLC",PERFORMIVE,"Los Angeles","North America",NA,"United States",US,,true,"Performive LLC",34.0481,-118.2531,false,"Total Server Solutions L.L.C.",true,California,success,America/Los_Angeles,90014,1786362577,1786705498.4839,4145,socks5,192.111.134.10:4145,true,1021.776676178,61783,48725,55.908169544286,192.111.134.10
true,1786705413.3212,elite,2889.1587600149,1783625452.9744,"AS215540 GLOBAL CONNECTIVITY SOLUTIONS LLP",GCS-AS,Atlanta,"North America",NA,"United States",US,,false,"Global Connectivity Solutions LLP",33.7501,-84.3885,false,"Global Connectivity Solutions LLP",true,Georgia,success,America/New_York,30302,1786646203,1786705498.4806,1082,socks4,147.45.60.250:1082,true,572.8542804718,109642,53508,67.203187250996,147.45.60.250
true,1786705375.4412,elite,3702.679374332,1785280521.7448,"AS210976 Timeweb, LLP",TWC-EU,Amsterdam,Europe,EU,"The Netherlands",NL,,false,"Timeweb, LLP",52.3676,4.90414,false,"Timeweb, LLP",true,"North Holland",success,Europe/Amsterdam,1012,1786486738,1786705498.4511,49153,socks5,185.171.83.65:49153,true,2031.1851501465,51156,15231,77.057255185503,185.171.83.65
true,1786705453.6247,elite,2496.6184328364,1696966848.089,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Lafayette,"North America",NA,"United States",US,,false,"Cox Communications Inc.",30.209,-92.0607,false,"Cox Communications Inc.",true,Louisiana,success,America/Chicago,70506,1786673625,1786705498.4447,4145,socks4,174.64.199.82:4145,true,1812.8461837769,471619,936294,33.497737431219,174.64.199.82
true,1786705498.4284,elite,4057.3868677664,1786154526.7829,"AS63023 GTHost",AS-GLOBALTELEHOST,Dallas,"North America",NA,"United States",US,,false,GTHost,32.7766,-96.7969,false,GTHost,true,Texas,success,America/Chicago,,1786151259,1786705498.4284,49222,socks5,216.106.179.216:49222,true,1505.1140785217,4167,9700,30.049758419269,216.106.179.216
true,1786705498.4281,elite,4332.7149968398,1786150893.8985,"AS63023 GTHost",AS-GLOBALTELEHOST,Dallas,"North America",NA,"United States",US,,false,GTHost,32.7766,-96.7969,false,GTHost,true,Texas,success,America/Chicago,,1786150665,1786705498.4281,49434,socks5,216.106.179.216:49434,true,798.92826080322,3369,9703,25.772643818849,216.106.179.216
true,1786705429.753,elite,3723.0006094659,1786158607.0486,"AS63023 GTHost",AS-GLOBALTELEHOST,Dallas,"North America",NA,"United States",US,,false,GTHost,32.7766,-96.7969,false,GTHost,true,Texas,success,America/Chicago,,1786158174,1786705498.4092,49163,socks4,216.106.179.216:49163,true,510.06579399109,5401,13452,28.647960536785,216.106.179.216
true,1786705413.4689,elite,980.07336979341,1786680903.5636,"AS16509 Amazon.com, Inc.",AMAZON-02,Singapore,Asia,AS,Singapore,SG,"Downtown Core",true,"Amazon Technologies Inc.",1.28009,103.851,false,"AWS EC2 (ap-southeast-1)",false,"Central Singapore",success,Asia/Singapore,048582,1786680780,1786705498.3354,1080,socks5,13.215.27.14:1080,true,975.5642414093,769,185,80.607966457023,13.215.27.14
true,1786705450.8435,elite,5770.993779615,1786686206.3946,"AS7552 Viettel Group",VIETEL-AS-AP,Hanoi,Asia,AS,Vietnam,VN,,false,"Viettel Corporation",21.0278,105.834,true,VIETEL,false,Hanoi,success,Asia/Bangkok,,1786682993,1786705498.3054,1033,socks4,171.253.95.241:1033,true,1238.0268573761,205,342,37.477148080439,171.253.95.241
true,1786705497.7901,elite,4206.7218846784,1785891905.6698,"AS63023 GTHost",AS-GLOBALTELEHOST,Dallas,"North America",NA,"United States",US,,false,GTHost,32.7766,-96.7969,false,GTHost,true,Texas,success,America/Chicago,,1786495137,1786705497.7901,49571,socks4,216.106.179.216:49571,true,1752.9759407043,16736,18928,46.926873037236,216.106.179.216
true,1786705497.7763,elite,2136.6385366934,1777719353.9279,"AS31898 Oracle Corporation",ORACLE-BMC-31898,"San Jose","North America",NA,"United States",US,,true,"Oracle Corporation",37.2329,-121.7875,false,"Oracle Cloud Infrastructure (us-sanjose-1)",true,California,success,America/Los_Angeles,95119,1786186240,1786705497.7763,1080,socks5,146.235.231.249:1080,true,4334.3787193298,57199,61334,48.255759999325,146.235.231.249
true,1786705497.7109,elite,916.68160270835,1697031230.0651,"AS46562 Performive LLC",PERFORMIVE,"Los Angeles","North America",NA,"United States",US,,true,"Performive LLC",34.0549,-118.243,false,"Performive LLC",true,California,success,America/Los_Angeles,90009,1786321464,1786705497.7109,4145,socks4,142.54.231.38:4145,true,817.22617149353,395044,860857,31.455027108028,142.54.231.38
true,1786606163.0557,elite,765.35867673667,1785068506.2894,"AS20081 NET2ATLANTA.COM LLC",NET2ATLANTA,Stockbridge,"North America",NA,"United States",US,,false,"NET2ATLANTA.COM LLC",33.553,-84.2338,false,"NET2ATLANTA.COM LLC",true,Georgia,success,America/New_York,30281,1786275938,1786705497.6562,4145,socks4,199.66.182.243:4145,true,719.68007087708,133245,7,99.994746795545,199.66.182.243
true,1786705497.6311,elite,4305.8756393878,1780135436.4691,"AS56694 LLC Smart Ape",SmartApe,Moscow,Europe,EU,Russia,RU,,true,"LLC Smart Ape",55.7487,37.6187,false,,true,Moscow,success,Europe/Moscow,101000,1786443911,1786705497.6311,2080,socks5,188.127.224.164:2080,true,3347.2645282745,7742,28726,21.229571130854,188.127.224.164
true,1786705497.6198,elite,2709.5917873984,1783310954.3854,"AS264764 Innova Outsourcing S.A","Innova Outsourcing S.A","Antigua Guatemala","North America",NA,Guatemala,GT,,false,"Innova Outsourcing S.A",14.5564,-90.7332,false,"Innova Outsourcing S.A",true,Sacatepéquez,success,America/Guatemala,03001,1786332975,1786705497.6198,8888,socks4,38.41.225.174:8888,true,715.79360961914,62139,85350,42.131277586803,38.41.225.174
true,1786705497.6118,elite,2275.353861868,1776081860.8143,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Pensacola,"North America",NA,"United States",US,,false,"Cox Communications Inc.",30.4077,-87.219,false,"Cox Communications",true,Florida,success,America/Chicago,32516,1786361735,1786705497.6118,4145,socks5,184.181.217.210:4145,true,2247.8678226471,115177,32823,77.822297297297,184.181.217.210
true,1786705366.6461,elite,5270.1998579561,1710580271.7873,"AS396982 Google LLC",GOOGLE-CLOUD-PLATFORM,"Council Bluffs","North America",NA,"United States",US,,true,"Google LLC",41.2619,-95.8608,false,"Google Cloud (us-central1)",true,Iowa,success,America/Chicago,,1786133670,1786705497.5812,80,http,34.122.187.196:80,false,3474.5972156525,200720,418395,32.420471156409,34.122.187.196
true,1786705497.5792,elite,3110.8697145813,1783180206.4509,"AS577 Bell Canada",BACOM,Laval,"North America",NA,Canada,CA,,false,"Bell Canada",45.5496,-73.6985,false,"Bell Canada",false,Quebec,success,America/Toronto,H7N,1786204259,1786705497.5792,8443,socks4,142.112.52.229:8443,true,1486.8755340576,20649,96886,17.568383885651,142.112.52.229
true,1786705463.0175,elite,4536.7177366394,1780384981.3667,"AS200350 Yandex.Cloud LLC",YandexCloud,Moscow,Europe,EU,Russia,RU,"Tsentralnyy administrativnyy okrug",true,"Yandex.Cloud LLC",55.7341,37.5887,false,"Yandex.Cloud LLC",true,Moscow,success,Europe/Moscow,101194,1786432491,1786705497.5719,6101,socks4,89.169.168.25:6101,true,1731.5249443054,315377,83949,78.977326795651,89.169.168.25
